USERNAME,DISCRIMINATOR,DISCORD_ID,AVATAR
tonykk20191220m｜Oxya Origin,3751,888287785633591297,6988e6bfa742d71e314ed94bec25c5f0
yy000315,6407,889181279487139893,b4f94cf2109bb9e7b82c3ec58646ecd6
Ø *,0001,889416222742032415,a_9e0539dd75b392667c2df105d0dcdf57
Elliot,5355,889581451631280138,37efd524a628efd96abc014101370333
egazf,2082,889881041614041158,
cosmo,8569,889882006161330246,dba44809c1f20cd24ed754088217865a
vig,8534,889917320510730321,c82b3fa769ed6e6ffdea579381ed5f5c
curiousmeerkat,5416,889936203942608927,
Gravity-POAP-bot,2416,889940234291273758,3105a5c4d273b23dcc5e9524fb5791f7
misliao,8729,890114900578422824,62bd2610442cbdda6df8e4de2835f8a4
Ananae,6762,890123466437713921,cf92364049f45612281bb916091ae0a3
ricoflan,2022,890365466957201428,61c0a0626f25a4e73bffab0fe47f2952
Bryce l Moonjelly DAO,2997,890679383344435243,074b570407a8e6a91a6d7afa6a4aaf0c
zhoujielun,9120,890786336653594724,7930ce224005dc15d84e88797890b9a3
0xSherry,1306,890919682041856040,58db3af5eb5ae9b0f1ac1aa94032a919
runnning,0001,890934021645815868,82167592a14c063bf9dd1c6eb4c7fff8
JasonStaj,1683,891830977272373289,5445ffd7ffb201a98393cbdf684ea4b1
yankygo,0095,891966787728584704,12e6bbcfb068319e44f6c4acec099308
robert421034u2,5378,892067365246894111,1b4b44e6d0205e8de22378f35af8647d
fullmetalAlgorist,7528,892227928207794258,dc3c3123ce2d4cec9d8927e2835aa84c
rekd,9709,892821145198411806,f489254b9994af91f6c29b47e1fee2b7
Danada,1071,893169117639634975,
NFTaste,0800,894108047264329768,
Ricardo246,5591,894304256188887061,
alpeware,9321,894351940505444362,
dinoradulovic,6816,894871160423055371,
hotl,2878,894985622576566352,
nhaVanHoa,6004,895300259230662667,6c90c4b2caaab47d407daabd09404c36
0x_sawadee,6922,895712062628565083,61921e1d42676a9b82761c9ef6ffb513
schrodingervibes,6597,895731783943995442,f9ff494cd11dfc775181804051445316
Adebola🤴,2399,895772262513401919,8904fbe54ba3cef1a1584322257bea10
TejP,1290,895824721730486342,6d8edd29267d53862c3e50d5600852b6
Andy_Llewellyn,3652,895963261508411482,0edb7644ba872371fc14bd2fafa753ab
agb,9669,896109637483528193,
petec,6681,896178886868598804,75b09e8cee956d2cbe57c876f8f15e58
Parietal,2037,896455298879995924,
Holder,6781,896653158401589279,
Monoma23,5497,897131023995916319,0c261f961683bb4c6b99283f64563aed
Jürgen,4215,897219442243678230,07859f0e181920de0de0d6fe7eb6241e
anhtho,2756,897438800626733086,a1d5732da0d5cae028e83c5629317675
AnaTech,7412,897541670793515071,668a7b7bef1fea14f6d55d452c1a7d89
fishingchia,0495,897693936867491860,a577a21e88ed494ecc174bff721c1264
uvamoody,7127,897832935791677441,
"sn(◎,◎)zypuppy",2930,897964626350862347,44380c5860c7a1ffd74dcd8facd0d15d
zadok7.eth,0007,898054545970700328,a_ea29192e2e46bb48d229acbb83475f43
Meeting-bot,6199,898132053277700116,
Gaian,8075,898291568321105953,7cbf34c6ae0d548cd919f983580b722e
"KingArthur (3,3)|UTC",7858,898318162305613875,ff50eb6f5e8d37ba61ed001247141a06
sambo,2779,898593133430972427,
BrianD,5909,898610103979212880,4bf85a88b13c1b657f1f56f185faf0af
jonston,4152,898851556223492106,e4d8fb542f170dfc342294fa712e3589
teresacd,7426,898943373812039721,3c93386357b7e26e619ed291dd7fa7cd
CryptoAl,7156,899587800754696212,
missgene,7773,899657768351436801,c0e1e4ba5d68140dac47f4363f9e7d7a
earthboyo,4747,900080224803385395,
maxcrypto,9974,900860820660056104,
Chris Byrnes,4168,901930225598869554,d12a5daddc7ec477ccfacf3dc18bc1f9
fepel,0518,902355651781619762,c82b3fa769ed6e6ffdea579381ed5f5c
pat.zip,5266,902543185367142400,3485dc9d4dafd5db7ec18f6ed2979c3f
ricardo.ggz,1868,902584114878771210,
Walt,6443,902602992165978173,
Downey,9529,902615836328591430,b5cc9502dcec31fe71baa6d4d2a9f76c
juanlinebreaker,3784,902965188704239726,
MeatPuppet,8308,902994233407971349,19041eee733349aa63bb69ae9a4d5fad
Marshall,0523,903326949940797510,1f208bfb6bf55e87d889229cb865c680
PowerDAOer,3392,904429846216728577,c75ed9469613bed49745db4cac854900
quailrun2022,1993,904526566204264478,
supra,0502,904930585431130143,
Monni,7682,905016559481786369,
blume,0146,905098916868001812,6c5996770c985bcd6e5b68131ff2ba04
rorapetri,4450,905158392602054656,6c5996770c985bcd6e5b68131ff2ba04
skamau,4678,905501069306658856,
weedhead,4998,905801749980409856,a00b0a06bab9aaf7a16212899432f32c
Ceray,0732,905829714403401759,
n.p,5045,906197616742776872,f7f797e8e8ca8f670524e71addec3bcc
Chaitali Shinde,6811,906199100700110929,
BreakoutBot,7642,906238365899321414,
cyborg21,7572,906728265161515018,b3d38416c5b38630942142137829c967
rhawk24,6075,907303233175818290,
serg88,3748,907502216846397450,6c5996770c985bcd6e5b68131ff2ba04
gmBot3,1443,907626311604908084,c28c1c944ef7310403d433ae367e9c8e
johnc117,3965,907682445518839859,
2oran,4670,907748027169652838,70bce7e501b1f8c64fd53b9d69afa1ac
Linj92,2856,907785674919407658,adfc40d8bb947e55aba96a2f86349cfc
Dani Dos,6791,907990807573844058,2ed93d8e6bb2361992b2414bb73e5030
cortmary,5748,908286114048147466,5ca1b3a3d75453579847b8454a344135
cbt,3106,908405145187012638,
keshiamc,5268,908513110560763934,
chez1996,3393,908565599892959233,
PlanetSouth,6637,908740859950948363,db07d1b83b9a38eddbfd7a78a529e70c
lalolanda,7503,908823205484056608,
Nebs,2035,910181189896241242,58a8410e6e262c76ee6c6d4eeb153549
spoonhater,0497,910215093487284235,
ccampos6,0512,910305461729914890,6c5996770c985bcd6e5b68131ff2ba04
Cryptophyllium,6756,910535366489022484,
SONNY,9254,910554879725019197,
sportingyounglad,7784,911058569074454528,
Recording,1175,913099799291629580,
omobh,3279,913525137066852433,c82b3fa769ed6e6ffdea579381ed5f5c
WeR1crypto,0803,913613729579532328,8081372b716fe577f5fa86f9a167acfe
levani505,1060,913852889154338857,503996000a5bdc05b5be1e56ce469bab
tec-sc-bot,3637,914213238336536587,
Dework,9886,914215932405096459,afae5bbf9a795f934928fc8d782c8692
outworm,7762,914274231469092957,
blairthehuman,3546,914649388926787605,
acidlazzer2,0216,915072423899045938,
Sohan,2187,915541612644401173,
moosebeetle by graial,4186,916363278026948628,0d3c502f57792f2faf95d0a38f06e1f4
JackieF,2934,916778202209333248,
Musashi,3850,917227501984550962,2af91b8d98bc90a1de58b85a70edcc51
natlyserg,8723,917370264625487902,
triciaj,3877,918974380376203346,
lao bai,4845,919816454709346365,0648c6df1c94aedf69f3110db05d0cd2
SamBarrington,0596,920009569491636246,ec7a8797b802047efae92231b6c0d936
figured.eth,1142,920854743927095338,2e253e8a6c2d919f30576a9c4271544b
BOT34$✅💯,7354,922077025802534942,c82b3fa769ed6e6ffdea579381ed5f5c
k0sakuma,7460,922817151105134662,9e9c7d16b60f486b536b55892e8ded6c
epicaricacy,7999,922885000918089789,a_56e16be45ddf7c3553391e92cee4fe72
D1P4,1321,923258659704832022,
naman,8337,923535282073137163,
Sha,6179,923588346696052737,
LeoBasso9,1555,924020448994394122,8313d9c9e2df6ada18323857bd905ef7
Fella,0104,924241885411811359,
CompositeFellow,7988,925089304429101086,8279d1201589e4c99e70c1de1904e41a
FreeDror,6177,925365385358893087,
Earwig,0865,926422556351807518,
Jennifermb,1705,927715924491006012,561aaaef03216b3764a960b6c9b48e20
wonderwomancode1,8759,927773774122725396,
madmakkaka,0597,927934605376507964,
gerlindgrosse,5619,928414362417389608,81dec51ddcfcb548358b4fc108da5e99
imagi,9490,928718689916821564,79ee349b6511e2000af8a32fb8a6974e
Sara Camargos,0205,930225056477503559,
KT.UCAK,8606,930495244229812274,
christianalanis,6611,931376758362607726,aae9c66e329e3cb045f8175d43c60dae
BarryEJames,0548,933398572077027358,
Siggi,5620,933625621966385192,
Elizardwizzard,3571,934204947006885961,
hernan,8768,935759371718230057,
SOLUTION 🛠⚙,1327,935884461621518366,5445ffd7ffb201a98393cbdf684ea4b1
Luis Casseres,9678,935944076245758023,
cecilia,2194,935947111961350204,
Dontjudgeme,7670,938113652983234682,
Luci DML,90,812391277500170240,
Arvind,302,457451544120524813,
Dan Knobelsdorf,326,394919909454512138,
Dan Knobelsdorf.eth,326,394919909454512138,
noturhandle,510,708456190111383644,
coco_xyz,711,869837571503587329,
Kris Paruch,738,543144983457169429,
Scott Morris,746,705148455772880906,
dab621,852,846670227559284736,
0xJoshua,888,563519780955357187,
zakk,896,366264063577292801,
Xinhui98,916,870637752734072833,
KyngKai 界王,1003,714254451174539316,
🌈 MorganicMovement 🍄,1085,882107707161714698,
danibelle,1111,456226577798135808,
airnova,1324,497175719525482496,
UncleBimBim,1401,453867647164219393,
UncleBimBim🐙,1401,453867647164219393,
raindrop,1443,907626311604908084,
superfreek,1454,88765147048333312,
MathildaDV,1501,882889772585091072,
Michel Bauwens,1511,740830207879151626,
0xSA111,1520,794389317283217448,
Aidan | LTF,1666,686755249138302977,
mr. TJ,1714,815645395191070730,
Thiago Rossi,1714,815645395191070730,
0x0,1806,122859036486926336,
Wen,1934,718574139895447673,
Jado,1936,902923840454295623,
muratgozel,1999,181485329855938560,
jantanner,2104,822202464571883521,
Piedra de mar,2107,716083200870449154,
trang_nv,2156,756512973870203011,
Huxwell,2172,323063974382010369,
Kademlia,2253,566008224545767467,
NMA,2382,813832447267045427,
KenMan,2662,585543989382480026,
BiancaEmanuelle,2667,869940637594714183,
biancagadelha,2667,869940637594714183,
Raul,2668,433574151983202305,
JohnPaller,2670,582987556954701918,
Tixter | Ángel,2801,906671300167204874,
Stephen | NFTfi.com,2851,631075885340033034,
PabloFM,2890,392114912270483456,
jon.s,3107,587970330778140688,
tonga  🐝,3112,392867630891139093,
ssystww,3146,836419466963320892,
griff,3281,395673197615513600,
CarlosRozo,3294,238490993178050560,
Max Semenchuk,3335,390852698251067394,
BenScholtz,3339,384333876572454912,
Zeptimus (⏳,3359,183879548394274816,
Owocki,3458,378595508748550145,
patriacaelum (Austin),3496,427313151587909632,
Scott D,3538,727446095575121932,
xdamman,3734,689614876515237925,
Parsley_3D,3854,170647992120901632,
Peter Nobels | Vitallity,4044,575426664608301064,
David 👻 (please DYOR...),4116,762556315109031958,
ChrisCyphert,4148,404725026042937364,
akrtws,4246,686955086941126683,
W A L Y D,4325,712231299292856352,
D.Alex,4358,883250909289779201,
el.chango,4401,864938307595141180,
cider,4419,338001194213703680,
PublicPart,4487,424202961871306752,
MehighCB,4516,754295268228202617,
HBesso31,4560,492783003676835842,
Shaun,4583,574666607893151745,
AnnAnna,4694,791423815765983252,
krrisis,4754,337769522100568076,
bettinabf,4777,696312429059113010,
Adam B,4867,391243802301431810,
barlin,4926,619213633255374858,
Princeps,4984,504762362188922880,
The Blockchain Socialist,5005,511575159929438224,
Christian_Regen,5044,714941186678456381,
ManuAlzuru🥑 | 𝘿𝙤𝙞𝙣𝙂𝙪𝙙 | API3 DAO,5047,899698059028627489,
miguel bayon,5176,742858860611764345,
LuukDAO,5294,728550815148802058,
Revathi,5324,609265288776515584,
pacobacpac,5457,507972449132871681,
arrow,5491,852198167961272330,
Mensch,5604,681157547482153011,
clrwater,5711,862552982481666059,
Atotsm,5719,834548116514013206,
Accelerated Capital,5756,749486305469136976,
jacquesachille,5782,811788533903130695,
mbertranou,5782,794792348328394753,
osycross,5943,746649091672637460,
Adam Stallard,5971,367747285842657290,
stkr4lv,6010,718702206529962015,
rad casale,6107,159125298384863233,
mikaelseppala,6132,494112209979310080,
Lola rennt,6271,890934021645815868,
Merlin Egalite,6277,698221661803249675,
domhs,6371,693240228529307659,
Will | Regen Foundation,6405,715932891992817695,
Fortunov | Aragon,6678,362186260338704386,
mertzdal,6679,699013677751205920,
chuygarcia92,6692,727934296387616848,
sessionacc,6734,895894714379821086,
merkle_🏴,6848,429051931197964288,
{ia},6879,389996993960738816,
NaN,6925,741214806459285514,
Bernd,7041,233158250655121408,
Hash17,7062,828014977612120094,
joaonit,7081,586933151134253152,
lefterisjp | Rotki,7253,593179283061735475,
knome,7337,473473091062857745,
satchel,7393,876908960563724288,
SiSoyAnaTech,7412,897541670793515071,
andythegreenie,7463,723093092231544863,
Martin09,7487,866116759844683856,
irenioskamoska,7519,802300216656003102,
JamesF,7637,377861327319990272,
fahern,7639,142474743029694464,
HannahJoJo,7708,772492113883299860,
algeneee,7773,899657768351436801,
bubbado,7885,499662507422777345,
geekinada,7923,804069922158280796,
barnabe,7926,486501030046203915,
paulo_,7945,460149781562523650,
AFK Dec15 to Dec19. PabloA,7958,703601231360294922,
Benoît Kulesza,7976,609127012618993817,
🐙 peth don't need your eth,8052,370936911268806667,
Cryptainist,8427,343795714134114306,
0xmiel 🐝,8437,668862899569295360,
sacha 🐝,8437,668862899569295360,
russlive215,8460,700029358735360000,
Paula I Ape Unit,8497,757538793489301614,
Justice,8638,813234939633336320,
RA | Ocean,8791,780159213049479179,
Anna-Marie.Swan,8824,772107197240311848,
hruday,8884,468381615794421761,
bernard,9024,403579916383420418,
HazardJ,9101,796957321245753374,
Keytang,9140,415358390957637642,
mratsim,9204,570268431522201601,
Tam2140,9361,751417874886688798,
Sukanshi | MultiSafe,9407,584426517074018307,
logonaut,9437,371363241512927232,
greasypissjugs,9493,833819995028979762,
nickjohnson,9532,194433073394352129,
Pvblick Vniversal Friend 🐙,9571,783706133822570529,
adnfx2,9648,181200150608216064,
Todd Y.,9686,507347056533438475,
GraceRachmany,9780,519634011908341760,
kei,9866,543076293160206337,
bierlingm,9895,640221572736745477,
Tarun Gupta | MultiSafe,9929,597278765487489046,
AWS,9944,558005998418133002,
"Zeptimus (⏳,⏳)",3359,183879548394274816,
